detector,0,1,2,3,4,5,6,7,8,9
knn-13,0.6994879583594571,0.7026409485123255,0.7012672525739077,0.7003760255241568,0.7026726004924734,0.7021349697600993,0.7034634470660306,0.7036479344111678,0.7018306578205399,0.7010515661787623
knn-15,0.7006468737630093,0.7042805210839856,0.7019572657411314,0.6998944624957693,0.7030709625121969,0.7016543125919913,0.7030836233042561,0.7041236199736656,0.7020386550292363,0.7016669733840504
knn-17,0.701026244594644,0.7031347194026325,0.7004189795059446,0.7006862149296059,0.7037605227492809,0.7014517399190449,0.7026404955821858,0.7031482860549711,0.7024067238592313,0.7008245777819772
knn-21,0.6996905310324035,0.7015589037214078,0.7012093731493619,0.7016294439380127,0.7018939617808356,0.7019816814649702,0.703558855936614,0.7033133292818798,0.7035968383127915,0.701418276218338
knn-9,0.6988160305200426,0.7014824860389132,0.7016534067317117,0.7014901752253621,0.7044265731228057,0.7033820577779256,0.7049782234376583,0.703976662074566,0.702070759939524,0.7011465221192059
