,extractor,reliable_positive_threshold,algorithn,prior,balanced_accuracy,accuracy,f1
265,clip-ViT-B-16,5.660284,nnpu,0.5,0.759120064257774,0.7455990914253265,0.8022947925860546
266,clip-ViT-B-16,5.660284,nnpu,0.6,0.743315788219529,0.7780649709216941,0.8409084528789197
267,clip-ViT-B-16,5.660284,nnpu,0.7,0.6727279866272107,0.7837239812802287,0.8601810241154504
268,clip-ViT-B-16,5.660284,nnpu,0.8,0.592207947381451,0.7574849713133212,0.8523221844631254
269,clip-ViT-B-16,5.660284,nnpu,0.9,0.5083707812932469,0.7147584640388494,0.8326843779791645
270,clip-ViT-B-16,5.758871,probtag,0.1,0.5011857816507184,0.29160547494566175,0.004731904591598118
271,clip-ViT-B-16,5.758871,probtag,0.2,0.5007169842539227,0.29093970902112826,0.0028638303731240533
272,clip-ViT-B-16,5.758871,probtag,0.3,0.5004825855555249,0.29060682605886157,0.0019284809080390103
273,clip-ViT-B-16,5.758871,probtag,0.4,0.5003998566031492,0.2904893379545321,0.0015981483522539402
274,clip-ViT-B-16,5.758871,probtag,0.5,0.5002757631745857,0.29031310579803793,0.0011024446710580715
275,clip-ViT-B-16,5.758871,probtag,0.6,0.5002068223809393,0.2902151990444301,0.0008269474612712938
276,clip-ViT-B-16,5.758871,probtag,0.7,0.5001516697460221,0.2901368736415438,0.0006064950102001433
277,clip-ViT-B-16,5.758871,probtag,0.8,0.5000827289523757,0.29003896688793596,0.00033086106592406737
278,clip-ViT-B-16,5.758871,probtag,0.9,0.5000413644761879,0.2899802228357712,0.00016544421772459052
279,clip-ViT-B-16,5.758871,nnpu,0.1,0.5,0.28992147878360647,0.0
280,clip-ViT-B-16,5.758871,nnpu,0.2,0.5131291283247487,0.30868041277487324,0.051680141824921436
281,clip-ViT-B-16,5.758871,nnpu,0.3,0.5806288573016611,0.40760539662025885,0.28811445513800976
282,clip-ViT-B-16,5.758871,nnpu,0.4,0.7085645156328236,0.6184377998394329,0.647745760873495
283,clip-ViT-B-16,5.758871,nnpu,0.5,0.7415526099609943,0.6974093872995359,0.7492006816521952
284,clip-ViT-B-16,5.758871,nnpu,0.6,0.7397061235095914,0.780316826254675,0.8439139084825464
285,clip-ViT-B-16,5.758871,nnpu,0.7,0.7002982323044107,0.7891088527286613,0.8599297698010144
286,clip-ViT-B-16,5.758871,nnpu,0.8,0.5600806994128912,0.7419961228925571,0.8453484823587407
287,clip-ViT-B-16,5.758871,nnpu,0.9,0.5172728890875632,0.7196538017192426,0.8349948713220463
288,clip-ViT-B-16,5.865385,probtag,0.1,0.5008548658412155,0.291135522528344,0.003413626978664832
289,clip-ViT-B-16,5.865385,probtag,0.2,0.5005515263491713,0.2907047328124694,0.0022036746274412583
290,clip-ViT-B-16,5.865385,probtag,0.3,0.5003860684444199,0.2904697566038105,0.001543082306908049
291,clip-ViT-B-16,5.865385,probtag,0.4,0.5002757631745857,0.29031310579803793,0.0011024446710580715
292,clip-ViT-B-16,5.865385,probtag,0.5,0.5001792460634806,0.29017603634298694,0.0007167273128239057
293,clip-ViT-B-16,5.865385,probtag,0.6,0.5001378815872929,0.2901172922908222,0.0005513743004438563
294,clip-ViT-B-16,5.865385,probtag,0.7,0.5000827289523757,0.29003896688793596,0.00033086106592406737
295,clip-ViT-B-16,5.865385,probtag,0.8,0.5000413644761879,0.2899802228357712,0.00016544421772459052
296,clip-ViT-B-16,5.865385,probtag,0.9,0.5000275763174585,0.28996064148504963,0.00011029918654349926
297,clip-ViT-B-16,5.865385,nnpu,0.1,0.5001516697460221,0.2901368736415438,0.0006064950102001433
298,clip-ViT-B-16,5.865385,nnpu,0.2,0.5179226143940279,0.31557304822886684,0.07007742038470746
299,clip-ViT-B-16,5.865385,nnpu,0.3,0.6117556414643499,0.45544263643306115,0.38468006018231704
300,clip-ViT-B-16,5.865385,nnpu,0.4,0.706169266796528,0.6179874287728367,0.6485054861899356
301,clip-ViT-B-16,5.865385,nnpu,0.5,0.726635657719142,0.6648456010495604,0.7106339814032122
302,clip-ViT-B-16,5.865385,nnpu,0.6,0.730744692921315,0.7824316121326049,0.8478591283153729
303,clip-ViT-B-16,5.865385,nnpu,0.7,0.6474556010206984,0.776380974759639,0.8583688858021629
304,clip-ViT-B-16,5.865385,nnpu,0.8,0.5746391576652725,0.7489083396972723,0.8483938473179554
305,clip-ViT-B-16,5.865385,nnpu,0.9,0.5051378473357409,0.7129765611231863,0.8318458185155443
306,clip-ViT-B-16,5.987416,probtag,0.1,0.5002068223809393,0.2902151990444301,0.0008269474612712938
307,clip-ViT-B-16,5.987416,probtag,0.2,0.5000827289523757,0.29003896688793596,0.00033086106592406737
308,clip-ViT-B-16,5.987416,probtag,0.3,0.5000689407936464,0.29001938553721435,0.00027572515716333963
309,clip-ViT-B-16,5.987416,probtag,0.4,0.5000413644761879,0.2899802228357712,0.00016544421772459052
310,clip-ViT-B-16,5.987416,probtag,0.5,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
311,clip-ViT-B-16,5.987416,probtag,0.6,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
312,clip-ViT-B-16,5.987416,probtag,0.7,0.5,0.28992147878360647,0.0
313,clip-ViT-B-16,5.987416,probtag,0.8,0.5,0.28992147878360647,0.0
314,clip-ViT-B-16,5.987416,probtag,0.9,0.5,0.28992147878360647,0.0
315,clip-ViT-B-16,5.987416,nnpu,0.1,0.5007721368888398,0.2910180344240146,0.003083785346512845
316,clip-ViT-B-16,5.987416,nnpu,0.2,0.522368595280604,0.32185866181049166,0.08637155067799292
317,clip-ViT-B-16,5.987416,nnpu,0.3,0.5852137469495864,0.41496798449157024,0.30410173992034106
318,clip-ViT-B-16,5.987416,nnpu,0.4,0.6771743241843794,0.5629050891930525,0.5683233417134017
319,clip-ViT-B-16,5.987416,nnpu,0.5,0.7431775592741918,0.7105288922829897,0.7655241327898235
320,clip-ViT-B-16,5.987416,nnpu,0.6,0.7422548142698142,0.7550764651745677,0.8175452927619103
321,clip-ViT-B-16,5.987416,nnpu,0.7,0.690556883262095,0.7842135150482681,0.8573832017600621
322,clip-ViT-B-16,5.987416,nnpu,0.8,0.5814996531876709,0.7519826117605592,0.8496938339583234
323,clip-ViT-B-16,5.987416,nnpu,0.9,0.5107346878176289,0.7161291585893595,0.833354407825917
324,clip-ViT-B-16,6.129032,probtag,0.1,0.5000689407936464,0.29001938553721435,0.00027572515716333963
325,clip-ViT-B-16,6.129032,probtag,0.2,0.5000275763174585,0.28996064148504963,0.00011029918654349926
326,clip-ViT-B-16,6.129032,probtag,0.3,0.5,0.28992147878360647,0.0
327,clip-ViT-B-16,6.129032,probtag,0.4,0.5,0.28992147878360647,0.0
328,clip-ViT-B-16,6.129032,probtag,0.5,0.5,0.28992147878360647,0.0
329,clip-ViT-B-16,6.129032,probtag,0.6,0.5,0.28992147878360647,0.0
330,clip-ViT-B-16,6.129032,probtag,0.7,0.5,0.28992147878360647,0.0
331,clip-ViT-B-16,6.129032,probtag,0.8,0.5,0.28992147878360647,0.0
332,clip-ViT-B-16,6.129032,probtag,0.9,0.5,0.28992147878360647,0.0
333,clip-ViT-B-16,6.129032,nnpu,0.1,0.5004963737142542,0.2906264074095831,0.0019835257169619
334,clip-ViT-B-16,6.129032,nnpu,0.2,0.51791361940381,0.31547514147525896,0.06967213114754099
335,clip-ViT-B-16,6.129032,nnpu,0.3,0.5942873825675111,0.4287336740488359,0.3323721909469541
336,clip-ViT-B-16,6.129032,nnpu,0.4,0.681374763908746,0.5703460024672502,0.5796068513622256
337,clip-ViT-B-16,6.129032,nnpu,0.5,0.7308198507720787,0.6766335741839472,0.7255169204175255
338,clip-ViT-B-16,6.129032,nnpu,0.6,0.7373786309108228,0.7553310227339481,0.8191044257524648
339,clip-ViT-B-16,6.129032,nnpu,0.7,0.6689742772856422,0.7804930584111692,0.8580617387120464
340,clip-ViT-B-16,6.129032,nnpu,0.8,0.5709242294990464,0.7461865319469737,0.8468247027959632
341,clip-ViT-B-16,6.129032,nnpu,0.9,0.5157993925380169,0.7187530595860503,0.8345371810379586
342,clip-ViT-B-16,6.307692,probtag,0.1,0.5000275763174585,0.28996064148504963,0.00011029918654349926
343,clip-ViT-B-16,6.307692,probtag,0.2,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
344,clip-ViT-B-16,6.307692,probtag,0.3,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
345,clip-ViT-B-16,6.307692,probtag,0.4,0.5,0.28992147878360647,0.0
346,clip-ViT-B-16,6.307692,probtag,0.5,0.5,0.28992147878360647,0.0
347,clip-ViT-B-16,6.307692,probtag,0.6,0.5,0.28992147878360647,0.0
348,clip-ViT-B-16,6.307692,probtag,0.7,0.5,0.28992147878360647,0.0
349,clip-ViT-B-16,6.307692,probtag,0.8,0.5,0.28992147878360647,0.0
350,clip-ViT-B-16,6.307692,probtag,0.9,0.5,0.28992147878360647,0.0
351,clip-ViT-B-16,6.307692,nnpu,0.1,0.5009375947935912,0.29125301063267345,0.0037433596652996066
352,clip-ViT-B-16,6.307692,nnpu,0.2,0.514575484384088,0.31067771054847365,0.05690251024727409
353,clip-ViT-B-16,6.307692,nnpu,0.3,0.5648555771485402,0.3843819146644736,0.23789784985334397
354,clip-ViT-B-16,6.307692,nnpu,0.4,0.6273597601123367,0.48134876343770194,0.4338328025137336
355,clip-ViT-B-16,6.307692,nnpu,0.5,0.7253050855016892,0.6718948873093266,0.7213834386431661
356,clip-ViT-B-16,6.307692,nnpu,0.6,0.7246252946336564,0.6654526229219292,0.7124947412705089
357,clip-ViT-B-16,6.307692,nnpu,0.7,0.714356175552394,0.7719555894965635,0.8413308264530368
358,clip-ViT-B-16,6.307692,nnpu,0.8,0.6343268470603838,0.7693708512013159,0.8547611413914716
359,clip-ViT-B-16,6.307692,nnpu,0.9,0.5436562644771709,0.7330866083142416,0.8410545831924346
360,clip-ViT-B-16,6.574194,probtag,0.1,0.5,0.28992147878360647,0.0
361,clip-ViT-B-16,6.574194,probtag,0.2,0.5,0.28992147878360647,0.0
362,clip-ViT-B-16,6.574194,probtag,0.3,0.5,0.28992147878360647,0.0
363,clip-ViT-B-16,6.574194,probtag,0.4,0.5,0.28992147878360647,0.0
364,clip-ViT-B-16,6.574194,probtag,0.5,0.5,0.28992147878360647,0.0
365,clip-ViT-B-16,6.574194,probtag,0.6,0.5,0.28992147878360647,0.0
366,clip-ViT-B-16,6.574194,probtag,0.7,0.5,0.28992147878360647,0.0
367,clip-ViT-B-16,6.574194,probtag,0.8,0.5,0.28992147878360647,0.0
368,clip-ViT-B-16,6.574194,probtag,0.9,0.5,0.28992147878360647,0.0
369,clip-ViT-B-16,6.574194,nnpu,0.1,0.5007031960951934,0.2909201276704067,0.002808834058489839
370,clip-ViT-B-16,6.574194,nnpu,0.2,0.5052808647933155,0.29742113610996884,0.020902690607433282
371,clip-ViT-B-16,6.574194,nnpu,0.3,0.5233241800546311,0.32338600716677435,0.09058848299821035
372,clip-ViT-B-16,6.574194,nnpu,0.4,0.5296667330701014,0.33239342849869785,0.11342833368004993
373,clip-ViT-B-16,6.574194,nnpu,0.5,0.560546886502452,0.3785466721494449,0.2254545454545455
374,clip-ViT-B-16,6.574194,nnpu,0.6,0.6308598673500532,0.4898666510015861,0.4511671020476952
375,clip-ViT-B-16,6.574194,nnpu,0.7,0.6904146303647201,0.596663337837044,0.6219718103068566
376,clip-ViT-B-16,6.574194,nnpu,0.8,0.6961297457951136,0.6243317864066263,0.6650604933745351
377,clip-ViT-B-16,6.574194,nnpu,0.9,0.6360442466949273,0.504493919990601,0.48067806349662395
378,clip-ViT-B-16,7.069421,probtag,0.1,0.5,0.28992147878360647,0.0
379,clip-ViT-B-16,7.069421,probtag,0.2,0.5,0.28992147878360647,0.0
380,clip-ViT-B-16,7.069421,probtag,0.3,0.5,0.28992147878360647,0.0
381,clip-ViT-B-16,7.069421,probtag,0.4,0.5,0.28992147878360647,0.0
382,clip-ViT-B-16,7.069421,probtag,0.5,0.5,0.28992147878360647,0.0
383,clip-ViT-B-16,7.069421,probtag,0.6,0.5,0.28992147878360647,0.0
384,clip-ViT-B-16,7.069421,probtag,0.7,0.5,0.28992147878360647,0.0
385,clip-ViT-B-16,7.069421,probtag,0.8,0.5,0.28992147878360647,0.0
386,clip-ViT-B-16,7.069421,probtag,0.9,0.5,0.28992147878360647,0.0
387,clip-ViT-B-16,7.069421,nnpu,0.1,0.5,0.28992147878360647,0.0
388,clip-ViT-B-16,7.069421,nnpu,0.2,0.5001240934285636,0.2900977109401007,0.0004962505513895015
389,clip-ViT-B-16,7.069421,nnpu,0.3,0.5006066789840885,0.2907830582153557,0.0024237750296086154
390,clip-ViT-B-16,7.069421,nnpu,0.4,0.5013236632380111,0.2918012884528775,0.005280673285843945
391,clip-ViT-B-16,7.069421,nnpu,0.5,0.5010341119046963,0.29139008008772443,0.0041279101766745555
392,clip-ViT-B-16,7.069421,nnpu,0.6,0.5010830707638665,0.2914879868413323,0.004457284358233595
393,clip-ViT-B-16,7.069421,nnpu,0.7,0.506112356138779,0.2987722493097574,0.02494077926321235
394,clip-ViT-B-16,7.069421,nnpu,0.8,0.5049127863293313,0.29706867179698054,0.020251091703056768
395,clip-ViT-B-16,7.069421,nnpu,0.9,0.502835567529721,0.2940335624351368,0.011677951698237342
396,clip-ViT-L-14,5.386517,probtag,0.1,0.5100805446383416,0.3042941902132409,0.0397827085754439
397,clip-ViT-L-14,5.386517,probtag,0.2,0.5067575983845843,0.29957508468934185,0.02693144722524483
398,clip-ViT-L-14,5.386517,probtag,0.3,0.5047231446683973,0.29665746343182753,0.018847824305498646
399,clip-ViT-L-14,5.386517,probtag,0.4,0.5035435567934258,0.2949538859190507,0.01407447973713034
400,clip-ViT-L-14,5.386517,probtag,0.5,0.502288834349061,0.2931719830033876,0.009113618271157593
401,clip-ViT-L-14,5.386517,probtag,0.6,0.5016683672062433,0.2922908222209168,0.00665127528583993
402,clip-ViT-L-14,5.386517,probtag,0.7,0.5011306290158012,0.2915271495427755,0.0045123125601870965
403,clip-ViT-L-14,5.386517,probtag,0.8,0.500634255301547,0.2908222209167988,0.0025338070450852406
404,clip-ViT-L-14,5.386517,probtag,0.9,0.5003033394920442,0.2903522684994811,0.0012126222957144826
405,clip-ViT-L-14,5.386517,nnpu,0.1,0.5,0.28992147878360647,0.0
406,clip-ViT-L-14,5.386517,nnpu,0.2,0.5068203454024839,0.2996925727936713,0.027306353350739776
407,clip-ViT-L-14,5.386517,nnpu,0.3,0.5669333872949555,0.3871624664669369,0.24372326800860258
408,clip-ViT-L-14,5.386517,nnpu,0.4,0.7015603172493099,0.6017936517260961,0.6233795095933032
409,clip-ViT-L-14,5.386517,nnpu,0.5,0.7609567213146484,0.7430143531300789,0.7987610402355251
410,clip-ViT-L-14,5.386517,nnpu,0.6,0.7571127212316401,0.7594626877362001,0.8182840236686391
411,clip-ViT-L-14,5.386517,nnpu,0.7,0.6540549931817434,0.7813546378429184,0.8614227561556791
412,clip-ViT-L-14,5.386517,nnpu,0.8,0.5872515559768569,0.7552135346296187,0.8513290123089731
413,clip-ViT-L-14,5.386517,nnpu,0.9,0.5142178005863024,0.7180677123107952,0.8342771639042357
414,clip-ViT-L-14,5.475771,probtag,0.1,0.5075021589559656,0.3006324776283068,0.029825609822350194
415,clip-ViT-L-14,5.475771,probtag,0.2,0.5049437552080658,0.29697076504337266,0.019713310580204778
416,clip-ViT-L-14,5.475771,probtag,0.3,0.5032615998430933,0.2945818402553408,0.013094814124866449
417,clip-ViT-L-14,5.475771,probtag,0.4,0.5022688524145849,0.2931719830033876,0.009168016249897066
418,clip-ViT-L-14,5.475771,probtag,0.5,0.5016621734304965,0.29231040357163834,0.0067606562783411655
419,clip-ViT-L-14,5.475771,probtag,0.6,0.5012133579681769,0.2916446376471049,0.004841682484663421
420,clip-ViT-L-14,5.475771,probtag,0.7,0.500827289523757,0.29109635982690085,0.0033036918756710622
421,clip-ViT-L-14,5.475771,probtag,0.8,0.5005101618729835,0.2906459887603047,0.002038567493112948
422,clip-ViT-L-14,5.475771,probtag,0.9,0.5001654579047514,0.2901564549922654,0.0006616126809097174
423,clip-ViT-L-14,5.475771,nnpu,0.1,0.5,0.28992147878360647,0.0
424,clip-ViT-L-14,5.475771,nnpu,0.2,0.5067424096186195,0.2994967592864556,0.026610796691336525
425,clip-ViT-L-14,5.475771,nnpu,0.3,0.6198678719656798,0.46687814525445964,0.4052081967929392
426,clip-ViT-L-14,5.475771,nnpu,0.4,0.6993809789096526,0.5983864967005424,0.6187732342007434
427,clip-ViT-L-14,5.475771,nnpu,0.5,0.7409188519495162,0.6870312714171024,0.7354552526606749
428,clip-ViT-L-14,5.475771,nnpu,0.6,0.7109436546921466,0.7905774540327792,0.859281870452482
429,clip-ViT-L-14,5.475771,nnpu,0.7,0.7200363065333086,0.7928488907164816,0.8596372513898287
430,clip-ViT-L-14,5.475771,nnpu,0.8,0.5560153093299376,0.739940081066792,0.8444027883545193
431,clip-ViT-L-14,5.475771,nnpu,0.9,0.5116175034094822,0.7165599483052341,0.8335384155387145
432,clip-ViT-L-14,5.566116,probtag,0.1,0.5038407025097231,0.2954042569856469,0.015378300725133397
433,clip-ViT-L-14,5.566116,probtag,0.2,0.5023164106665196,0.2932111457048307,0.009222914550794653
434,clip-ViT-L-14,5.566116,probtag,0.3,0.5014201803491162,0.2919383579079285,0.005664631798933069
435,clip-ViT-L-14,5.566116,probtag,0.4,0.5009927474285084,0.2913313360355597,0.0039631209577542315
436,clip-ViT-L-14,5.566116,probtag,0.5,0.5006204671428177,0.29080263956607727,0.0024787925526054866
437,clip-ViT-L-14,5.566116,probtag,0.6,0.5004274329206078,0.29052850065597524,0.0017082713396153635
438,clip-ViT-L-14,5.566116,probtag,0.7,0.5002343986983978,0.2902543617458732,0.0009371554575523704
439,clip-ViT-L-14,5.566116,probtag,0.8,0.500096517111105,0.2900585482386575,0.0003859939343810311
440,clip-ViT-L-14,5.566116,probtag,0.9,0.5000413644761879,0.2899802228357712,0.00016544421772459052
441,clip-ViT-L-14,5.566116,nnpu,0.1,0.5,0.28992147878360647,0.0
442,clip-ViT-L-14,5.566116,nnpu,0.2,0.5044687640355233,0.2963245804695608,0.017981089796141447
443,clip-ViT-L-14,5.566116,nnpu,0.3,0.5900208032639691,0.4213123421253598,0.31626680239687205
444,clip-ViT-L-14,5.566116,nnpu,0.4,0.6911013916750118,0.5835634142043118,0.5974217729570106
445,clip-ViT-L-14,5.566116,nnpu,0.5,0.7570115646090674,0.7328712134563042,0.7880953120631272
446,clip-ViT-L-14,5.566116,nnpu,0.6,0.7488493517995302,0.770741545751826,0.8322588039771913
447,clip-ViT-L-14,5.566116,nnpu,0.7,0.7047385483679723,0.79320135502947,0.8627425496796329
448,clip-ViT-L-14,5.566116,nnpu,0.8,0.629424612779314,0.7735612602557325,0.8591370867542087
449,clip-ViT-L-14,5.566116,nnpu,0.9,0.5130558292585875,0.7173823650355402,0.8339373856615236
450,clip-ViT-L-14,5.660284,probtag,0.1,0.5025032511129827,0.29350486596565434,0.01009657594381036
451,clip-ViT-L-14,5.660284,probtag,0.2,0.5015242918432036,0.29211459006442264,0.0062127168265662365
452,clip-ViT-L-14,5.660284,probtag,0.3,0.5009589773353029,0.29131175468483816,0.003963011889035667
453,clip-ViT-L-14,5.660284,probtag,0.4,0.5006756197777349,0.29088096496896354,0.0026988323419255343
454,clip-ViT-L-14,5.660284,probtag,0.5,0.5004274329206078,0.29052850065597524,0.0017082713396153635
455,clip-ViT-L-14,5.660284,probtag,0.6,0.5003033394920442,0.2903522684994811,0.0012126222957144826
456,clip-ViT-L-14,5.660284,probtag,0.7,0.5001792460634806,0.29017603634298694,0.0007167273128239057
457,clip-ViT-L-14,5.660284,probtag,0.8,0.5000827289523757,0.29003896688793596,0.00033086106592406737
458,clip-ViT-L-14,5.660284,probtag,0.9,0.5000275763174585,0.28996064148504963,0.00011029918654349926
459,clip-ViT-L-14,5.660284,nnpu,0.1,0.5003722802856907,0.29045017525308897,0.001488013226784238
460,clip-ViT-L-14,5.660284,nnpu,0.2,0.5149595608744675,0.3114218018758934,0.05923111907755691
461,clip-ViT-L-14,5.660284,nnpu,0.3,0.5749670906656161,0.3986567193405001,0.26839146178768825
462,clip-ViT-L-14,5.660284,nnpu,0.4,0.7065617776617293,0.6137774383676986,0.6410685689328868
463,clip-ViT-L-14,5.660284,nnpu,0.5,0.747659581584457,0.7065930407879536,0.7587894397939471
464,clip-ViT-L-14,5.660284,nnpu,0.6,0.7310125814052202,0.7802580822025104,0.8457244982128127
465,clip-ViT-L-14,5.660284,nnpu,0.7,0.6927050972034645,0.7891088527286613,0.8613007083065036
466,clip-ViT-L-14,5.660284,nnpu,0.8,0.6313745942341195,0.7718185200415124,0.8573457220855216
467,clip-ViT-L-14,5.660284,nnpu,0.9,0.5111199470016182,0.7163641347980184,0.8334732074083442
468,clip-ViT-L-14,5.758871,probtag,0.1,0.5014063921903869,0.29191877655720694,0.005609789632888767
469,clip-ViT-L-14,5.758871,probtag,0.2,0.5007859250475691,0.29103761577473614,0.003138766519823789
470,clip-ViT-L-14,5.758871,probtag,0.3,0.5005653145079006,0.290724314163191,0.0022587042750110177
471,clip-ViT-L-14,5.758871,probtag,0.4,0.5004136447618786,0.2905089193052537,0.0016532113630727686
472,clip-ViT-L-14,5.758871,probtag,0.5,0.5003309158095028,0.29039143120092425,0.0013227877752363104
473,clip-ViT-L-14,5.758871,probtag,0.6,0.5002068223809393,0.2902151990444301,0.0008269474612712938
474,clip-ViT-L-14,5.758871,probtag,0.7,0.500096517111105,0.2900585482386575,0.0003859939343810311
475,clip-ViT-L-14,5.758871,probtag,0.8,0.5000551526349172,0.2899998041864928,0.00022058620784735434
476,clip-ViT-L-14,5.758871,probtag,0.9,0.5,0.28992147878360647,0.0
477,clip-ViT-L-14,5.758871,nnpu,0.1,0.5000413644761879,0.2899802228357712,0.00016544421772459052
478,clip-ViT-L-14,5.758871,nnpu,0.2,0.5111760029537019,0.3058215355695236,0.04385468079941742
479,clip-ViT-L-14,5.758871,nnpu,0.3,0.6094433702254645,0.4503710665961738,0.37361362165539713
480,clip-ViT-L-14,5.758871,nnpu,0.4,0.7139321249492592,0.6329279993733968,0.6684588447525732
481,clip-ViT-L-14,5.758871,nnpu,0.5,0.7318372168527664,0.6667841547709961,0.7109148050624311
482,clip-ViT-L-14,5.758871,nnpu,0.6,0.7392926342672663,0.7783391098317962,0.8420714863695974
483,clip-ViT-L-14,5.758871,nnpu,0.7,0.6999142489395122,0.7850163504278526,0.8563540971595296
484,clip-ViT-L-14,5.758871,nnpu,0.8,0.5633519787184883,0.7431514225851299,0.8457023208761218
485,clip-ViT-L-14,5.758871,nnpu,0.9,0.5230819364657068,0.7227672364839727,0.8364447114273832
486,clip-ViT-L-14,5.865385,probtag,0.1,0.5012547224443648,0.2917033816992696,0.005006326676569291
487,clip-ViT-L-14,5.865385,probtag,0.2,0.5008410776824863,0.2911159411776224,0.003358660940425063
488,clip-ViT-L-14,5.865385,probtag,0.3,0.5006066789840885,0.2907830582153557,0.0024237750296086154
489,clip-ViT-L-14,5.865385,probtag,0.4,0.5004550092380663,0.2905676633574184,0.0018183821908750277
490,clip-ViT-L-14,5.865385,probtag,0.5,0.5003860684444199,0.2904697566038105,0.001543082306908049
491,clip-ViT-L-14,5.865385,probtag,0.6,0.5002343986983978,0.2902543617458732,0.0009371554575523704
492,clip-ViT-L-14,5.865385,probtag,0.7,0.5001654579047514,0.2901564549922654,0.0006616126809097174
493,clip-ViT-L-14,5.865385,probtag,0.8,0.5001103052698342,0.29007812958937906,0.0004411237627856966
494,clip-ViT-L-14,5.865385,probtag,0.9,0.5000413644761879,0.2899802228357712,0.00016544421772459052
495,clip-ViT-L-14,5.865385,nnpu,0.1,0.500096517111105,0.2900585482386575,0.0003859939343810311
496,clip-ViT-L-14,5.865385,nnpu,0.2,0.5328574001655079,0.33715169672404005,0.12563605837530673
497,clip-ViT-L-14,5.865385,nnpu,0.3,0.6390301448262524,0.49814956235681135,0.4622196109700568
498,clip-ViT-L-14,5.865385,nnpu,0.4,0.7130220133476454,0.634984041199162,0.6722922490023382
499,clip-ViT-L-14,5.865385,nnpu,0.5,0.7457362125983809,0.7220231451565529,0.778837165825388
500,clip-ViT-L-14,5.865385,nnpu,0.6,0.7332823045430532,0.7732087959427442,0.8383666406162777
501,clip-ViT-L-14,5.865385,nnpu,0.7,0.6571909118068207,0.7799056178895221,0.8596508753090427
502,clip-ViT-L-14,5.865385,nnpu,0.8,0.5890926951631359,0.7553310227339481,0.8510993266996365
503,clip-ViT-L-14,5.865385,nnpu,0.9,0.5092811732025587,0.7152284164561672,0.8328947821990371
504,clip-ViT-L-14,5.987416,probtag,0.1,0.500289551333315,0.29033268714875954,0.0011575350016536214
505,clip-ViT-L-14,5.987416,probtag,0.2,0.5001103052698342,0.29007812958937906,0.0004411237627856966
506,clip-ViT-L-14,5.987416,probtag,0.3,0.5000827289523757,0.29003896688793596,0.00033086106592406737
507,clip-ViT-L-14,5.987416,probtag,0.4,0.5000689407936464,0.29001938553721435,0.00027572515716333963
508,clip-ViT-L-14,5.987416,probtag,0.5,0.5000413644761879,0.2899802228357712,0.00016544421772459052
509,clip-ViT-L-14,5.987416,probtag,0.6,0.5000275763174585,0.28996064148504963,0.00011029918654349926
510,clip-ViT-L-14,5.987416,probtag,0.7,0.5000275763174585,0.28996064148504963,0.00011029918654349926
511,clip-ViT-L-14,5.987416,probtag,0.8,0.5000275763174585,0.28996064148504963,0.00011029918654349926
512,clip-ViT-L-14,5.987416,probtag,0.9,0.5,0.28992147878360647,0.0
513,clip-ViT-L-14,5.987416,nnpu,0.1,0.5020958001268511,0.29289784409328556,0.008348208155979678
514,clip-ViT-L-14,5.987416,nnpu,0.2,0.5329497154549063,0.3371125340225969,0.1252680809281414
515,clip-ViT-L-14,5.987416,nnpu,0.3,0.6043447706237264,0.4438113141044469,0.3620519270505795
516,clip-ViT-L-14,5.987416,nnpu,0.4,0.668812879651866,0.550235955276195,0.5496892583370909
517,clip-ViT-L-14,5.987416,nnpu,0.5,0.7357699562066995,0.6948442303550099,0.7481658640638634
518,clip-ViT-L-14,5.987416,nnpu,0.6,0.7415692356531322,0.767667273688539,0.8308696705771671
519,clip-ViT-L-14,5.987416,nnpu,0.7,0.7127615432395633,0.7821770545732245,0.8512834224598931
520,clip-ViT-L-14,5.987416,nnpu,0.8,0.5653777484835643,0.7431905852865731,0.845365686864042
521,clip-ViT-L-14,5.987416,nnpu,0.9,0.5343882880865366,0.7282108519845699,0.8387808674239785
522,clip-ViT-L-14,6.129032,probtag,0.1,0.5000827289523757,0.29003896688793596,0.00033086106592406737
523,clip-ViT-L-14,6.129032,probtag,0.2,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
524,clip-ViT-L-14,6.129032,probtag,0.3,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
525,clip-ViT-L-14,6.129032,probtag,0.4,0.5,0.28992147878360647,0.0
526,clip-ViT-L-14,6.129032,probtag,0.5,0.5,0.28992147878360647,0.0
527,clip-ViT-L-14,6.129032,probtag,0.6,0.5,0.28992147878360647,0.0
528,clip-ViT-L-14,6.129032,probtag,0.7,0.5,0.28992147878360647,0.0
529,clip-ViT-L-14,6.129032,probtag,0.8,0.5,0.28992147878360647,0.0
530,clip-ViT-L-14,6.129032,probtag,0.9,0.5,0.28992147878360647,0.0
531,clip-ViT-L-14,6.129032,nnpu,0.1,0.5067224276841433,0.2994967592864556,0.026663764488218975
532,clip-ViT-L-14,6.129032,nnpu,0.2,0.5156551625866785,0.3123812880612505,0.06172179768075669
533,clip-ViT-L-14,6.129032,nnpu,0.3,0.577098279406534,0.4022792692239911,0.27671018647963413
