,extractor,reliable_positive_threshold,algorithn,prior,balanced_accuracy,accuracy,f1
253,clip-ViT-B-16,5.660284,probtag,0.2,0.5012409342856355,0.291683800348548,0.004951448298627348
254,clip-ViT-B-16,5.660284,probtag,0.3,0.500923806634862,0.2912334292819519,0.00368841178089733
255,clip-ViT-B-16,5.660284,probtag,0.4,0.5006480434602764,0.29084180226752043,0.0025888185072982647
256,clip-ViT-B-16,5.660284,probtag,0.5,0.5004412210793371,0.2905480820066968,0.0017633282821325252
257,clip-ViT-B-16,5.660284,probtag,0.6,0.5002481868571271,0.2902739430965948,0.0009922548992585649
258,clip-ViT-B-16,5.660284,probtag,0.7,0.500096517111105,0.2900585482386575,0.0003859939343810311
259,clip-ViT-B-16,5.660284,probtag,0.8,0.5000551526349172,0.2899998041864928,0.00022058620784735434
260,clip-ViT-B-16,5.660284,probtag,0.9,0.5000275763174585,0.28996064148504963,0.00011029918654349926
261,clip-ViT-B-16,5.660284,nnpu,0.1,0.5,0.28992147878360647,0.0
262,clip-ViT-B-16,5.660284,nnpu,0.2,0.5073642773686727,0.30043666412109105,0.02929029453320291
263,clip-ViT-B-16,5.660284,nnpu,0.3,0.5969580835392856,0.43235622393232687,0.33922180939572844
264,clip-ViT-B-16,5.660284,nnpu,0.4,0.6762100554592413,0.5584992852806987,0.5602387314466267
