,extractor,reliable_positive_threshold,classifier,detector,balanced_accuracy,accuracy,f1
174,clip-ViT-B-16,7.069421,naivebayes,k-means,0.4648526703297736,0.5813311402220526,0.7156819723141978
175,clip-ViT-B-16,7.069421,naivebayes,knn,0.5872533784425217,0.5678395895748889,0.6400260968846844
176,clip-ViT-L-14,5.386517,logistic,k-means,0.5409089296157576,0.6572480369695901,0.7721308060820663
177,clip-ViT-L-14,5.386517,logistic,knn,0.6242676523698354,0.7352209755428929,0.826529826812059
178,clip-ViT-L-14,5.386517,kneighbours,k-means,0.5041499163571141,0.6056120151168027,0.7286274404128322
179,clip-ViT-L-14,5.386517,kneighbours,knn,0.5309837005860226,0.70107109988447,0.8163731716705158
180,clip-ViT-L-14,5.386517,qda,k-means,0.488167603024133,0.5691515400732342,0.6917786151540196
181,clip-ViT-L-14,5.386517,qda,knn,0.5738724602357828,0.648867218860757,0.7526552456619493
182,clip-ViT-L-14,5.386517,naivebayes,k-means,0.4893743956458935,0.5968591513442597,0.7241471715304018
183,clip-ViT-L-14,5.386517,naivebayes,knn,0.5733408217643517,0.6388611486420334,0.7414593116983248
184,clip-ViT-L-14,5.475771,logistic,k-means,0.5822778534765841,0.6737159529264328,0.7768657016216505
185,clip-ViT-L-14,5.475771,logistic,knn,0.6442574931993534,0.7450508136051225,0.8312247225967023
186,clip-ViT-L-14,5.475771,kneighbours,k-means,0.5212330091954447,0.6287375903189802,0.7482740308019118
187,clip-ViT-L-14,5.475771,kneighbours,knn,0.5802615480541506,0.7073175507646517,0.8107088129883615
188,clip-ViT-L-14,5.475771,qda,k-means,0.5709852853582095,0.6054357829603086,0.7015168572613616
189,clip-ViT-L-14,5.475771,qda,knn,0.5769524169655122,0.6470265718929292,0.7495206069532836
190,clip-ViT-L-14,5.475771,naivebayes,k-means,0.5617579563775587,0.5843858309346178,0.6777890789853203
191,clip-ViT-L-14,5.475771,naivebayes,knn,0.5764609602766593,0.6375883608451312,0.7388384037929672
192,clip-ViT-L-14,5.566116,logistic,k-means,0.5790449493192321,0.6540562768019738,0.756689757750203
