,extractor,quantile,prior,balanced_accuracy,accuracy,f1
249,clip-ViT-B-32,6.574194,0.7,0.636455276493297,0.49826705046114084,0.46539673266707005
250,clip-ViT-B-32,6.574194,0.8,0.6872137548540772,0.5976228240224011,0.6258716431497497
251,clip-ViT-B-32,6.574194,0.9,0.7133086787223015,0.7517672169026219,0.8215738434038481
252,clip-ViT-B-16,6.574194,0.1,0.5007859250475691,0.29103761577473614,0.003138766519823789
253,clip-ViT-B-16,6.574194,0.2,0.5041916002537021,0.2958742094029646,0.016627013427407224
254,clip-ViT-B-16,6.574194,0.3,0.518164607475408,0.3159450938925767,0.07110189321420975
255,clip-ViT-B-16,6.574194,0.4,0.5286230348283824,0.3310814780003525,0.11041379130751804
256,clip-ViT-B-16,6.574194,0.5,0.5564419991092063,0.3723198026199847,0.21103152920327847
257,clip-ViT-B-16,6.574194,0.6,0.65987886893024,0.54120895259355,0.5388158412723407
258,clip-ViT-B-16,6.574194,0.7,0.6179489217836812,0.47048111378722907,0.41724851305921906
259,clip-ViT-B-16,6.574194,0.8,0.7140987059473125,0.6684094068808867,0.7216542292646043
260,clip-ViT-B-16,6.574194,0.9,0.6767050611601784,0.5789813781354638,0.5996909385414533
261,clip-ViT-L-14,6.574194,0.1,0.5004687973967956,0.29058724470813996,0.0018734330660936166
262,clip-ViT-L-14,6.574194,0.2,0.5063225710809942,0.29892890011552997,0.025105513955071473
263,clip-ViT-L-14,6.574194,0.3,0.5161915001698851,0.3130862166872271,0.06348443590154307
264,clip-ViT-L-14,6.574194,0.4,0.5932205901377381,0.4300847872486244,0.33805635788851235
265,clip-ViT-L-14,6.574194,0.5,0.5313325169754993,0.3352131430026043,0.12119486436115139
266,clip-ViT-L-14,6.574194,0.6,0.5857909200562482,0.4179443498012493,0.31251011864837985
267,clip-ViT-L-14,6.574194,0.7,0.6776601477128816,0.577414870077738,0.5960505381375761
268,clip-ViT-L-14,6.574194,0.8,0.6321527181601382,0.503025318686483,0.4813846090972251
269,clip-ViT-L-14,6.574194,0.9,0.6626356001526945,0.5733027864262077,0.5996435723603226
270,clip-ViT-B-32,7.069421,0.1,0.5,0.28992147878360647,0.0
271,clip-ViT-B-32,7.069421,0.2,0.500096517111105,0.2900585482386575,0.0003859939343810311
272,clip-ViT-B-32,7.069421,0.3,0.5013236632380111,0.2918012884528775,0.005280673285843945
273,clip-ViT-B-32,7.069421,0.4,0.5003033394920442,0.2903522684994811,0.0012126222957144826
274,clip-ViT-B-32,7.069421,0.5,0.5007445605713813,0.2909788717225714,0.002973813916347716
275,clip-ViT-B-32,7.069421,0.6,0.5019607197540292,0.29281951869039924,0.008347291249073286
276,clip-ViT-B-32,7.069421,0.7,0.5013098750792819,0.2917817071021559,0.005225810000550085
277,clip-ViT-B-32,7.069421,0.8,0.5067632008135263,0.2998100608980007,0.02799826030227248
278,clip-ViT-B-32,7.069421,0.9,0.5053036479422627,0.2975386242142983,0.02138687326095259
279,clip-ViT-B-16,7.069421,0.1,0.5000137881587293,0.2899410601343281,5.515111405250386e-05
280,clip-ViT-B-16,7.069421,0.2,0.5001516697460221,0.2901368736415438,0.0006064950102001433
281,clip-ViT-B-16,7.069421,0.3,0.5005928908253592,0.2907634768646341,0.002368754475844213
282,clip-ViT-B-16,7.069421,0.4,0.5023653695256899,0.2933090524584386,0.009550469290301334
283,clip-ViT-B-16,7.069421,0.5,0.5018000550177892,0.2925062170788541,0.007308294639668105
